Year_Birth,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
1973.00,1.00,2.00,89694.00,1126.00,28.00,211.00,37.00,28.00
1949.00,1.00,1.00,72025.00,967.00,0.00,617.00,43.00,50.00
1973.00,1.00,1.00,67432.00,432.00,79.00,341.00,177.00,136.00
1952.00,2.00,1.00,70545.00,138.00,39.00,63.00,55.00,18.00
1989.00,0.00,1.00,17487.00,0.00,0.00,1.00,7.00,4.00
1969.00,1.00,1.00,62882.00,509.00,133.00,497.00,78.00,24.00
1953.00,3.00,0.00,64108.00,948.00,10.00,86.00,13.00,21.00
1956.00,2.00,1.00,34941.00,39.00,2.00,25.00,4.00,3.00
1950.00,3.00,0.00,48767.00,28.00,1.00,21.00,3.00,0.00
1978.00,2.00,1.00,38702.00,13.00,11.00,24.00,13.00,8.00
1964.00,1.00,1.00,82224.00,307.00,26.00,360.00,138.00,31.00
1952.00,1.00,1.00,83844.00,901.00,31.00,345.00,75.00,31.00
1975.00,2.00,1.00,17003.00,2.00,5.00,12.00,4.00,8.00
1995.00,1.00,0.00,71163.00,283.00,17.00,372.00,138.00,106.00
1970.00,1.00,0.00,33697.00,4.00,3.00,7.00,0.00,3.00
1954.00,2.00,1.00,63564.00,769.00,80.00,252.00,15.00,34.00
1972.00,3.00,1.00,83443.00,518.00,42.00,742.00,55.00,56.00
1958.00,3.00,1.00,51518.00,350.00,8.00,66.00,17.00,4.00
1975.00,1.00,3.00,58330.00,445.00,53.00,213.00,104.00,98.00
1969.00,1.00,1.00,80952.00,778.00,178.00,689.00,41.00,27.00
1979.00,1.00,1.00,75507.00,709.00,93.00,374.00,104.00,80.00
1978.00,2.00,1.00,63855.00,359.00,35.00,314.00,93.00,116.00
1972.00,3.00,1.00,62220.00,799.00,12.00,375.00,16.00,12.00
1964.00,1.00,1.00,58512.00,895.00,10.00,101.00,13.00,0.00
1979.00,2.00,1.00,40662.00,40.00,2.00,23.00,0.00,4.00
1959.00,3.00,1.00,38829.00,76.00,0.00,7.00,0.00,0.00
1981.00,2.00,1.00,35523.00,11.00,5.00,22.00,12.00,5.00
1967.00,1.00,0.00,79146.00,245.00,16.00,223.00,21.00,43.00
1988.00,2.00,1.00,78285.00,647.00,107.00,391.00,175.00,67.00
1978.00,3.00,0.00,31626.00,39.00,1.00,9.00,2.00,1.00
1952.00,1.00,0.00,75127.00,203.00,35.00,305.00,46.00,17.00
1955.00,1.00,1.00,48726.00,138.00,3.00,38.00,4.00,0.00
1977.00,1.00,1.00,74985.00,587.00,51.00,898.00,247.00,0.00
1987.00,1.00,1.00,67430.00,595.00,97.00,291.00,127.00,133.00
1965.00,2.00,1.00,46891.00,43.00,12.00,23.00,29.00,15.00
1956.00,2.00,1.00,62058.00,301.00,7.00,74.00,10.00,0.00
1979.00,1.00,1.00,72063.00,180.00,32.00,348.00,76.00,32.00
1951.00,3.00,1.00,78939.00,794.00,115.00,243.00,150.00,0.00
1965.00,1.00,0.00,42720.00,392.00,5.00,91.00,28.00,26.00
1972.00,1.00,1.00,33622.00,39.00,1.00,22.00,3.00,4.00
1957.00,3.00,1.00,6835.00,107.00,2.00,12.00,2.00,2.00
1953.00,1.00,1.00,41452.00,13.00,0.00,3.00,0.00,0.00
1965.00,3.00,0.00,40760.00,70.00,0.00,17.00,0.00,0.00
1958.00,3.00,1.00,74250.00,680.00,11.00,392.00,75.00,0.00
1955.00,2.00,0.00,51124.00,26.00,1.00,11.00,0.00,1.00
1971.00,1.00,0.00,72258.00,522.00,0.00,522.00,227.00,120.00
1974.00,3.00,0.00,71466.00,412.00,12.00,546.00,78.00,182.00
1976.00,1.00,1.00,36283.00,6.00,5.00,5.00,8.00,0.00
1970.00,1.00,0.00,20587.00,2.00,3.00,6.00,4.00,1.00
1972.00,1.00,1.00,30467.00,1.00,3.00,8.00,2.00,5.00
1972.00,1.00,1.00,31590.00,6.00,2.00,15.00,6.00,6.00
1986.00,0.00,1.00,20425.00,4.00,12.00,5.00,3.00,16.00
1960.00,2.00,1.00,17144.00,18.00,2.00,19.00,0.00,2.00
1968.00,3.00,2.00,42564.00,324.00,48.00,186.00,39.00,18.00
1978.00,2.00,1.00,43783.00,327.00,9.00,125.00,25.00,4.00
1976.00,1.00,2.00,40780.00,229.00,27.00,71.00,13.00,3.00
1945.00,2.00,1.00,62847.00,521.00,168.00,706.00,80.00,76.00
1957.00,3.00,1.00,82017.00,184.00,23.00,446.00,30.00,23.00
1950.00,1.00,0.00,16813.00,4.00,8.00,11.00,12.00,2.00
1978.00,1.00,1.00,51267.00,183.00,2.00,64.00,7.00,2.00
1961.00,1.00,0.00,46524.00,31.00,19.00,35.00,26.00,14.00
1962.00,2.00,0.00,45183.00,219.00,3.00,60.00,12.00,9.00
1954.00,3.00,1.00,70421.00,479.00,28.00,136.00,75.00,14.00
1965.00,2.00,2.00,60161.00,584.00,44.00,212.00,46.00,8.00
1973.00,1.00,1.00,73926.00,627.00,91.00,597.00,159.00,91.00
1968.00,1.00,1.00,19329.00,24.00,1.00,16.00,12.00,2.00
1970.00,2.00,1.00,61872.00,330.00,5.00,159.00,36.00,27.00
1956.00,1.00,3.00,46984.00,19.00,1.00,10.00,2.00,1.00
1951.00,1.00,1.00,34838.00,28.00,23.00,29.00,29.00,14.00
1944.00,3.00,0.00,82716.00,606.00,148.00,228.00,15.00,148.00
1958.00,1.00,1.00,48192.00,1039.00,43.00,204.00,153.00,58.00
1976.00,2.00,1.00,49681.00,411.00,0.00,26.00,0.00,0.00
1971.00,2.00,1.00,56850.00,34.00,1.00,19.00,2.00,7.00
1957.00,1.00,1.00,55267.00,161.00,28.00,136.00,32.00,3.00
1972.00,1.00,1.00,59666.00,623.00,53.00,178.00,23.00,17.00
1972.00,1.00,0.00,72504.00,604.00,26.00,470.00,123.00,161.00
1981.00,1.00,1.00,26872.00,3.00,10.00,8.00,3.00,16.00
1972.00,1.00,0.00,21359.00,12.00,2.00,17.00,6.00,1.00
1975.00,1.00,0.00,73170.00,184.00,174.00,256.00,50.00,30.00
1955.00,2.00,1.00,52750.00,393.00,0.00,239.00,90.00,69.00
1986.00,3.00,1.00,91820.00,410.00,73.00,747.00,76.00,161.00
1970.00,3.00,1.00,65968.00,376.00,9.00,83.00,19.00,4.00
1976.00,1.00,1.00,30772.00,7.00,2.00,4.00,2.00,1.00
1954.00,1.00,0.00,22507.00,68.00,0.00,226.00,51.00,157.00
1972.00,1.00,1.00,65685.00,642.00,14.00,49.00,0.00,7.00
1978.00,2.00,1.00,25804.00,8.00,7.00,9.00,13.00,6.00
1980.00,3.00,0.00,76412.00,840.00,53.00,804.00,23.00,71.00
1972.00,1.00,1.00,22063.00,7.00,10.00,13.00,3.00,11.00
1961.00,1.00,0.00,57091.00,464.00,5.00,64.00,7.00,0.00
1963.00,1.00,1.00,22419.00,30.00,3.00,47.00,19.00,21.00
1959.00,1.00,1.00,87771.00,1492.00,38.00,287.00,50.00,57.00
1959.00,2.00,2.00,78353.00,752.00,122.00,476.00,39.00,153.00
1954.00,1.00,1.00,93404.00,1279.00,15.00,287.00,20.00,0.00
1962.00,1.00,2.00,37859.00,22.00,1.00,8.00,2.00,1.00
1958.00,3.00,3.00,80995.00,860.00,28.00,409.00,73.00,56.00
1984.00,1.00,1.00,16529.00,3.00,0.00,5.00,13.00,0.00
1976.00,3.00,2.00,55412.00,10.00,5.00,28.00,11.00,1.00
1992.00,1.00,0.00,48789.00,351.00,16.00,156.00,7.00,5.00
1967.00,3.00,1.00,56575.00,421.00,5.00,90.00,0.00,16.00
1980.00,2.00,1.00,25130.00,2.00,5.00,7.00,0.00,18.00
1967.00,1.00,1.00,35441.00,25.00,1.00,9.00,2.00,1.00
1956.00,1.00,1.00,71391.00,336.00,123.00,274.00,46.00,123.00
1972.00,2.00,0.00,49494.00,191.00,9.00,97.00,0.00,6.00
1980.00,1.00,2.00,81702.00,563.00,50.00,774.00,28.00,31.00
1980.00,2.00,0.00,45889.00,31.00,0.00,6.00,0.00,1.00
1977.00,1.00,0.00,56628.00,479.00,5.00,82.00,7.00,17.00
1950.00,1.00,1.00,34026.00,18.00,6.00,15.00,12.00,8.00
1974.00,1.00,1.00,40049.00,91.00,65.00,52.00,10.00,44.00
1988.00,1.00,0.00,34176.00,5.00,7.00,24.00,19.00,14.00
1981.00,1.00,1.00,19419.00,2.00,14.00,28.00,16.00,3.00
1960.00,2.00,1.00,82504.00,362.00,50.00,431.00,134.00,35.00
1970.00,1.00,1.00,81205.00,724.00,74.00,929.00,97.00,55.00
1991.00,2.00,0.00,61618.00,605.00,91.00,399.00,0.00,45.00
1956.00,2.00,0.00,55284.00,547.00,7.00,140.00,0.00,7.00
1963.00,1.00,0.00,49980.00,104.00,1.00,54.00,13.00,9.00
1980.00,1.00,1.00,15072.00,8.00,2.00,15.00,0.00,10.00
1974.00,1.00,0.00,49166.00,224.00,2.00,25.00,7.00,0.00
1954.00,3.00,1.00,65324.00,384.00,0.00,102.00,21.00,32.00
1957.00,2.00,1.00,82347.00,556.00,54.00,845.00,202.00,133.00
1966.00,3.00,1.00,30843.00,24.00,0.00,2.00,0.00,0.00
1974.00,3.00,1.00,46374.00,408.00,0.00,21.00,0.00,0.00
1979.00,1.00,0.00,60474.00,265.00,199.00,303.00,234.00,9.00
1973.00,2.00,1.00,38576.00,34.00,0.00,7.00,0.00,0.00
1985.00,1.00,1.00,55357.00,374.00,64.00,116.00,84.00,25.00
1966.00,1.00,1.00,37758.00,27.00,2.00,10.00,0.00,0.00
1989.00,2.00,1.00,85710.00,600.00,20.00,350.00,29.00,30.00
1969.00,1.00,1.00,23228.00,13.00,2.00,18.00,6.00,1.00
1969.00,2.00,1.00,44602.00,167.00,2.00,89.00,0.00,0.00
1987.00,1.00,1.00,7500.00,0.00,2.00,3.00,4.00,1.00
1989.00,2.00,1.00,38683.00,46.00,35.00,69.00,84.00,41.00
1975.00,2.00,0.00,49514.00,88.00,39.00,78.00,58.00,13.00
1973.00,3.00,1.00,57906.00,243.00,11.00,119.00,10.00,3.00
1966.00,2.00,0.00,43456.00,275.00,11.00,68.00,25.00,7.00
1986.00,2.00,0.00,19485.00,6.00,0.00,4.00,0.00,0.00
1978.00,1.00,1.00,53172.00,121.00,62.00,90.00,68.00,20.00
1979.00,1.00,1.00,30545.00,4.00,12.00,15.00,19.00,7.00
1983.00,3.00,1.00,70123.00,1308.00,0.00,396.00,23.00,0.00
1959.00,1.00,0.00,62450.00,515.00,47.00,267.00,62.00,66.00
1976.00,1.00,1.00,21675.00,4.00,0.00,16.00,17.00,4.00
1981.00,2.00,0.00,42395.00,48.00,13.00,57.00,24.00,15.00
1978.00,2.00,1.00,61346.00,562.00,58.00,168.00,43.00,16.00
1953.00,1.00,1.00,80812.00,769.00,22.00,500.00,210.00,143.00
1971.00,2.00,2.00,42835.00,379.00,4.00,93.00,12.00,9.00
1983.00,1.00,1.00,39922.00,29.00,12.00,59.00,19.00,1.00
1956.00,2.00,0.00,86424.00,387.00,68.00,569.00,89.00,45.00
1978.00,2.00,1.00,17117.00,12.00,23.00,38.00,30.00,18.00
1972.00,1.00,0.00,24762.00,6.00,10.00,12.00,3.00,15.00
1975.00,1.00,1.00,35797.00,27.00,1.00,14.00,4.00,1.00
1975.00,1.00,2.00,36627.00,9.00,1.00,5.00,0.00,0.00
1981.00,2.00,1.00,51111.00,22.00,0.00,19.00,6.00,5.00
1972.00,3.00,0.00,86857.00,899.00,102.00,838.00,133.00,102.00
1970.00,3.00,1.00,82072.00,889.00,55.00,685.00,168.00,92.00
1953.00,3.00,0.00,46231.00,189.00,2.00,55.00,0.00,5.00
1959.00,1.00,1.00,42243.00,48.00,0.00,2.00,0.00,0.00
1962.00,1.00,1.00,51195.00,230.00,14.00,156.00,82.00,24.00
1978.00,2.00,0.00,68092.00,852.00,60.00,207.00,78.00,36.00
1973.00,1.00,1.00,31814.00,35.00,3.00,20.00,4.00,1.00
1965.00,2.00,3.00,51390.00,205.00,20.00,47.00,23.00,2.00
1983.00,1.00,1.00,76630.00,255.00,31.00,446.00,40.00,56.00
1991.00,0.00,0.00,26868.00,0.00,0.00,1.00,8.00,3.00
1943.00,3.00,2.00,48948.00,437.00,8.00,206.00,160.00,49.00
1972.00,3.00,0.00,55260.00,825.00,8.00,53.00,11.00,0.00
1956.00,1.00,1.00,64090.00,316.00,58.00,161.00,76.00,51.00
1958.00,1.00,2.00,78331.00,756.00,138.00,354.00,160.00,169.00
1974.00,3.00,1.00,37087.00,194.00,55.00,134.00,15.00,0.00
1986.00,1.00,2.00,21846.00,7.00,17.00,18.00,6.00,10.00
1958.00,1.00,1.00,81320.00,183.00,33.00,493.00,59.00,103.00
1970.00,1.00,2.00,54137.00,171.00,0.00,11.00,0.00,1.00
1967.00,1.00,1.00,66825.00,243.00,101.00,405.00,29.00,40.00
1973.00,1.00,1.00,57100.00,181.00,21.00,69.00,39.00,3.00
1969.00,1.00,1.00,58917.00,151.00,7.00,89.00,0.00,7.00
1977.00,1.00,0.00,85072.00,494.00,92.00,391.00,194.00,11.00
1961.00,1.00,0.00,86429.00,464.00,28.00,873.00,29.00,18.00
1971.00,1.00,3.00,45684.00,5.00,1.00,5.00,10.00,0.00
1974.00,1.00,1.00,47889.00,29.00,0.00,29.00,0.00,5.00
1986.00,3.00,1.00,45921.00,102.00,9.00,49.00,24.00,3.00
1966.00,3.00,0.00,78420.00,604.00,28.00,674.00,91.00,28.00
1992.00,1.00,1.00,75114.00,571.00,12.00,523.00,63.00,60.00
1963.00,3.00,3.00,52278.00,953.00,0.00,71.00,0.00,0.00
1972.00,2.00,1.00,35641.00,63.00,3.00,67.00,8.00,9.00
1994.00,1.00,0.00,95529.00,770.00,29.00,890.00,250.00,27.00
1954.00,1.00,1.00,62820.00,398.00,61.00,265.00,138.00,61.00
1960.00,2.00,1.00,73113.00,741.00,19.00,154.00,50.00,9.00
1982.00,3.00,1.00,84169.00,1478.00,19.00,403.00,0.00,19.00
1954.00,2.00,0.00,42607.00,156.00,29.00,56.00,30.00,32.00
1954.00,3.00,0.00,74637.00,960.00,64.00,464.00,146.00,0.00
1955.00,3.00,1.00,46015.00,38.00,0.00,2.00,0.00,0.00
1993.00,1.00,0.00,72354.00,315.00,26.00,473.00,220.00,12.00
1969.00,2.00,0.00,39858.00,15.00,20.00,25.00,2.00,7.00
1948.00,3.00,1.00,34469.00,19.00,6.00,20.00,0.00,5.00
1986.00,1.00,1.00,83033.00,812.00,99.00,431.00,237.00,149.00
1979.00,2.00,1.00,24401.00,73.00,28.00,217.00,10.00,24.00
1978.00,1.00,1.00,77583.00,372.00,23.00,384.00,250.00,12.00
1982.00,2.00,0.00,74116.00,871.00,111.00,704.00,145.00,55.00
1993.00,1.00,0.00,74293.00,375.00,152.00,335.00,93.00,91.00
1976.00,3.00,1.00,68397.00,760.00,80.00,466.00,17.00,13.00
1974.00,3.00,1.00,79632.00,471.00,0.00,510.00,99.00,21.00
1989.00,1.00,0.00,46107.00,31.00,9.00,27.00,16.00,9.00
1951.00,3.00,0.00,64950.00,819.00,0.00,72.00,12.00,0.00
1989.00,0.00,1.00,25443.00,1.00,4.00,3.00,8.00,9.00
1952.00,1.00,0.00,75127.00,203.00,35.00,305.00,46.00,17.00
1971.00,3.00,1.00,32892.00,26.00,0.00,15.00,2.00,1.00
1971.00,1.00,1.00,71796.00,354.00,21.00,311.00,167.00,75.00
1970.00,3.00,1.00,67536.00,1253.00,0.00,447.00,23.00,71.00
1971.00,1.00,0.00,55239.00,371.00,17.00,238.00,23.00,24.00
1975.00,3.00,2.00,60554.00,588.00,7.00,76.00,110.00,15.00
1952.00,2.00,0.00,64831.00,480.00,86.00,249.00,75.00,86.00
1962.00,3.00,1.00,56067.00,517.00,12.00,54.00,16.00,6.00
1983.00,1.00,2.00,82025.00,267.00,98.00,606.00,48.00,70.00
1953.00,1.00,1.00,94384.00,1111.00,24.00,790.00,160.00,45.00
1986.00,0.00,0.00,14906.00,7.00,7.00,14.00,7.00,16.00
1987.00,3.00,1.00,51563.00,1166.00,0.00,48.00,0.00,0.00
1982.00,2.00,1.00,57937.00,261.00,42.00,144.00,55.00,48.00
1979.00,1.00,2.00,68274.00,135.00,25.00,51.00,23.00,25.00
1977.00,1.00,1.00,39771.00,6.00,2.00,18.00,2.00,8.00
1975.00,2.00,2.00,67893.00,711.00,28.00,142.00,49.00,18.00
1979.00,3.00,1.00,27922.00,11.00,0.00,13.00,2.00,4.00
1976.00,3.00,1.00,52190.00,42.00,0.00,17.00,0.00,0.00
1973.00,2.00,2.00,44051.00,79.00,7.00,58.00,6.00,3.00
1971.00,3.00,0.00,42767.00,20.00,6.00,43.00,19.00,5.00
1976.00,2.00,1.00,46106.00,30.00,0.00,8.00,2.00,0.00
1976.00,3.00,1.00,16927.00,20.00,2.00,23.00,3.00,1.00
1965.00,1.00,1.00,59754.00,115.00,27.00,44.00,4.00,146.00
1952.00,1.00,0.00,53700.00,263.00,5.00,233.00,69.00,41.00
1973.00,1.00,1.00,59041.00,69.00,2.00,15.00,2.00,2.00
1957.00,3.00,2.00,54237.00,267.00,3.00,30.00,4.00,0.00
1967.00,1.00,2.00,70647.00,561.00,85.00,171.00,25.00,123.00
1962.00,3.00,0.00,52597.00,492.00,0.00,37.00,7.00,0.00
1969.00,2.00,1.00,41021.00,14.00,7.00,9.00,6.00,16.00
1975.00,3.00,1.00,40233.00,80.00,4.00,46.00,0.00,17.00
1980.00,1.00,1.00,50183.00,97.00,12.00,84.00,13.00,10.00
1959.00,1.00,1.00,54753.00,197.00,107.00,227.00,7.00,59.00
1973.00,1.00,1.00,92955.00,693.00,21.00,925.00,31.00,24.00
1973.00,1.00,1.00,33471.00,43.00,2.00,27.00,0.00,9.00
1974.00,3.00,1.00,34596.00,14.00,0.00,2.00,0.00,0.00
1980.00,1.00,1.00,44010.00,186.00,36.00,234.00,86.00,72.00
1988.00,1.00,1.00,84219.00,434.00,137.00,400.00,45.00,137.00
1968.00,3.00,1.00,40706.00,59.00,0.00,11.00,4.00,2.00
1988.00,2.00,1.00,15716.00,16.00,5.00,30.00,8.00,7.00
1959.00,2.00,2.00,59052.00,230.00,35.00,75.00,63.00,57.00
1971.00,2.00,1.00,80573.00,829.00,138.00,430.00,60.00,92.00
1962.00,1.00,1.00,83715.00,318.00,8.00,407.00,150.00,35.00
1959.00,2.00,1.00,82576.00,1206.00,55.00,445.00,168.00,18.00
1965.00,2.00,1.00,56962.00,292.00,3.00,77.00,10.00,3.00
1952.00,1.00,1.00,35704.00,30.00,9.00,12.00,2.00,11.00
1954.00,1.00,1.00,53103.00,729.00,17.00,133.00,11.00,0.00
1960.00,2.00,3.00,46779.00,12.00,1.00,3.00,0.00,0.00
1965.00,1.00,2.00,4861.00,2.00,1.00,1.00,1.00,0.00
1979.00,2.00,2.00,33462.00,22.00,3.00,18.00,0.00,0.00
1978.00,1.00,2.00,63693.00,587.00,43.00,337.00,42.00,87.00
1950.00,1.00,1.00,80763.00,674.00,168.00,108.00,192.00,42.00
1974.00,3.00,1.00,65352.00,284.00,3.00,84.00,4.00,7.00
1978.00,3.00,1.00,82170.00,1023.00,93.00,651.00,49.00,55.00
1969.00,1.00,1.00,75759.00,1394.00,22.00,708.00,89.00,91.00
1976.00,2.00,0.00,79689.00,311.00,26.00,640.00,180.00,37.00
1956.00,3.00,3.00,35340.00,27.00,0.00,12.00,0.00,1.00
1954.00,1.00,2.00,85683.00,1296.00,17.00,311.00,45.00,69.00
1972.00,2.00,1.00,24884.00,3.00,6.00,7.00,0.00,0.00
1981.00,2.00,1.00,42021.00,393.00,5.00,136.00,7.00,5.00
1989.00,1.00,0.00,64449.00,218.00,63.00,282.00,137.00,35.00
1954.00,1.00,2.00,64587.00,66.00,0.00,16.00,0.00,6.00
1995.00,1.00,0.00,34824.00,4.00,2.00,11.00,2.00,0.00
1978.00,1.00,1.00,75437.00,795.00,0.00,545.00,95.00,58.00
1957.00,1.00,1.00,26091.00,15.00,10.00,19.00,8.00,17.00
1973.00,1.00,1.00,52845.00,384.00,25.00,292.00,130.00,41.00
1956.00,1.00,2.00,46086.00,244.00,8.00,32.00,7.00,2.00
1956.00,3.00,3.00,78028.00,158.00,19.00,288.00,25.00,0.00
1987.00,3.00,0.00,95169.00,1285.00,21.00,449.00,106.00,20.00
1981.00,2.00,1.00,56337.00,349.00,16.00,144.00,28.00,5.00
1987.00,1.00,1.00,22434.00,4.00,12.00,11.00,3.00,13.00
1954.00,3.00,1.00,36930.00,223.00,2.00,31.00,0.00,2.00
1954.00,1.00,0.00,36130.00,157.00,43.00,127.00,68.00,56.00
1953.00,2.00,1.00,65569.00,397.00,46.00,288.00,20.00,38.00
1952.00,1.00,1.00,83844.00,901.00,31.00,345.00,75.00,31.00
1968.00,1.00,1.00,19514.00,14.00,3.00,21.00,2.00,1.00
1963.00,3.00,0.00,36736.00,10.00,0.00,3.00,0.00,0.00
1979.00,1.00,1.00,77568.00,1230.00,0.00,396.00,232.00,178.00
1976.00,3.00,1.00,49187.00,81.00,1.00,31.00,2.00,1.00
1978.00,1.00,0.00,30168.00,154.00,20.00,66.00,0.00,12.00
1968.00,2.00,1.00,34053.00,63.00,0.00,21.00,7.00,0.00
1971.00,2.00,1.00,38196.00,30.00,0.00,11.00,0.00,0.00
1951.00,2.00,1.00,59412.00,90.00,67.00,165.00,30.00,43.00
1965.00,2.00,1.00,70924.00,635.00,114.00,254.00,132.00,152.00
1969.00,1.00,1.00,54165.00,127.00,4.00,73.00,15.00,6.00
1973.00,1.00,1.00,32300.00,13.00,3.00,6.00,6.00,5.00
1976.00,1.00,0.00,20180.00,18.00,42.00,24.00,15.00,20.00
1973.00,1.00,1.00,34961.00,45.00,2.00,26.00,4.00,1.00
1974.00,3.00,1.00,28440.00,38.00,1.00,24.00,0.00,0.00
1953.00,3.00,1.00,64504.00,986.00,36.00,168.00,16.00,0.00
1966.00,2.00,1.00,33564.00,61.00,0.00,3.00,0.00,0.00
1978.00,1.00,1.00,17345.00,4.00,9.00,16.00,17.00,0.00
1967.00,3.00,1.00,56320.00,201.00,53.00,172.00,116.00,77.00
1978.00,1.00,0.00,28647.00,19.00,8.00,29.00,0.00,12.00
1987.00,0.00,0.00,15038.00,4.00,8.00,11.00,19.00,12.00
1958.00,3.00,2.00,32173.00,18.00,0.00,2.00,0.00,0.00
1964.00,2.00,1.00,68316.00,806.00,80.00,161.00,120.00,11.00
1971.00,1.00,1.00,74538.00,380.00,98.00,733.00,110.00,112.00
1971.00,1.00,0.00,91700.00,576.00,172.00,961.00,125.00,115.00
1969.00,1.00,1.00,68695.00,458.00,81.00,356.00,106.00,50.00
1977.00,2.00,1.00,31056.00,5.00,10.00,13.00,3.00,8.00
1973.00,1.00,1.00,79593.00,350.00,60.00,568.00,110.00,133.00
1980.00,1.00,0.00,28071.00,39.00,33.00,130.00,41.00,26.00
1958.00,3.00,1.00,37334.00,26.00,1.00,16.00,2.00,2.00
1972.00,2.00,0.00,46423.00,68.00,0.00,16.00,0.00,0.00
1971.00,3.00,1.00,37126.00,45.00,3.00,9.00,4.00,4.00
1953.00,1.00,1.00,47703.00,359.00,0.00,134.00,13.00,26.00
1959.00,1.00,1.00,61180.00,403.00,24.00,29.00,6.00,24.00
1954.00,1.00,1.00,38998.00,34.00,1.00,14.00,0.00,0.00
1991.00,1.00,0.00,8028.00,73.00,18.00,66.00,7.00,12.00
1962.00,1.00,1.00,76081.00,292.00,30.00,415.00,63.00,33.00
1986.00,1.00,1.00,34728.00,14.00,0.00,16.00,0.00,0.00
1965.00,2.00,0.00,33168.00,80.00,1.00,37.00,0.00,1.00
1966.00,2.00,1.00,33585.00,30.00,11.00,33.00,13.00,6.00
1960.00,3.00,1.00,77037.00,463.00,96.00,333.00,168.00,53.00
1984.00,1.00,1.00,35196.00,75.00,12.00,141.00,43.00,39.00
1966.00,1.00,1.00,44529.00,538.00,13.00,91.00,17.00,6.00
1965.00,2.00,1.00,70924.00,635.00,114.00,254.00,132.00,152.00
1966.00,3.00,1.00,28764.00,8.00,0.00,3.00,0.00,0.00
1949.00,3.00,1.00,69098.00,1315.00,22.00,780.00,145.00,0.00
1970.00,2.00,2.00,25959.00,4.00,2.00,12.00,7.00,5.00
1983.00,2.00,1.00,27100.00,12.00,0.00,13.00,2.00,0.00
1985.00,1.00,0.00,70596.00,347.00,44.00,534.00,17.00,0.00
1974.00,1.00,1.00,42557.00,192.00,5.00,53.00,0.00,5.00
1951.00,3.00,1.00,53312.00,241.00,0.00,12.00,0.00,0.00
1952.00,1.00,0.00,72228.00,631.00,28.00,491.00,30.00,14.00
1987.00,1.00,1.00,67605.00,336.00,28.00,282.00,184.00,54.00
1949.00,2.00,1.00,62845.00,1099.00,0.00,45.00,0.00,0.00
1958.00,1.00,1.00,65196.00,743.00,19.00,181.00,12.00,0.00
1987.00,3.00,0.00,42000.00,124.00,83.00,267.00,85.00,59.00
1973.00,3.00,2.00,35860.00,15.00,0.00,8.00,4.00,2.00
1964.00,3.00,1.00,65526.00,397.00,19.00,69.00,12.00,0.00
1961.00,1.00,1.00,16860.00,10.00,4.00,4.00,3.00,3.00
1992.00,1.00,0.00,83528.00,530.00,117.00,678.00,134.00,44.00
1965.00,2.00,2.00,64176.00,1215.00,33.00,249.00,64.00,116.00
1956.00,1.00,2.00,22304.00,3.00,2.00,7.00,0.00,4.00
1978.00,1.00,1.00,67023.00,444.00,44.00,382.00,11.00,8.00
1971.00,3.00,1.00,32892.00,26.00,0.00,15.00,2.00,1.00
1966.00,1.00,1.00,70713.00,736.00,114.00,279.00,82.00,76.00
1955.00,1.00,1.00,59925.00,473.00,21.00,176.00,19.00,21.00
1953.00,1.00,1.00,39722.00,32.00,0.00,5.00,2.00,0.00
1958.00,1.00,1.00,46610.00,288.00,10.00,30.00,4.00,10.00
1961.00,1.00,1.00,88347.00,1050.00,178.00,555.00,77.00,138.00
1981.00,3.00,1.00,87171.00,1001.00,44.00,107.00,58.00,44.00
1976.00,2.00,1.00,26907.00,9.00,1.00,7.00,0.00,3.00
1968.00,2.00,0.00,50014.00,234.00,14.00,77.00,19.00,10.00
1978.00,3.00,1.00,41014.00,7.00,2.00,6.00,2.00,0.00
1965.00,1.00,0.00,66294.00,251.00,108.00,334.00,65.00,92.00
1971.00,1.00,1.00,36715.00,172.00,10.00,125.00,21.00,13.00
1956.00,1.00,1.00,79456.00,565.00,42.00,548.00,64.00,83.00
1982.00,1.00,1.00,40479.00,5.00,0.00,8.00,2.00,0.00
1970.00,2.00,0.00,75345.00,918.00,57.00,842.00,99.00,38.00
1977.00,1.00,1.00,54233.00,652.00,8.00,158.00,21.00,0.00
1970.00,1.00,0.00,24163.00,4.00,1.00,7.00,2.00,1.00
1958.00,3.00,1.00,84460.00,152.00,27.00,103.00,106.00,54.00
1983.00,1.00,1.00,43776.00,8.00,0.00,9.00,2.00,1.00
1958.00,3.00,0.00,71691.00,336.00,130.00,411.00,240.00,32.00
1973.00,3.00,1.00,85844.00,938.00,19.00,843.00,25.00,95.00
1974.00,3.00,0.00,39190.00,68.00,8.00,18.00,19.00,8.00
1959.00,1.00,1.00,71367.00,227.00,23.00,389.00,42.00,21.00
1972.00,3.00,0.00,38578.00,38.00,4.00,22.00,3.00,3.00
1965.00,3.00,1.00,57236.00,105.00,0.00,9.00,2.00,1.00
1979.00,1.00,0.00,61825.00,162.00,50.00,100.00,55.00,30.00
1958.00,1.00,2.00,79803.00,574.00,8.00,216.00,21.00,16.00
1986.00,2.00,0.00,80910.00,160.00,80.00,369.00,67.00,39.00
1982.00,2.00,1.00,27590.00,6.00,0.00,5.00,0.00,0.00
1979.00,1.00,1.00,56775.00,614.00,35.00,160.00,58.00,35.00
